"location_clean","Latitude","Longitude"
"Timmins, Ontario, Canada",48.477473,-81.330414
"Off Adler, Russia",NA,NA
"Near Gaj, Hrvatska, Yugoslavia",NA,NA
"Karatepe Mountains, Turkey",NA,NA
"Near Mosher Creek, Canada",NA,NA
"Near Alpena, Michigan",NA,NA
"Nairobi, Kenya",-1.2890006,36.8172812
"Off Bridgetown, Barbados",NA,NA
"Busick, North Carolina",35.7698413,-82.1828963
"Santa Cruz, Bolivia",-17.333333,-61.5
"Hampton, Virginia",37.0264414,-76.3442846
"Near Petrolia, Brazil",NA,NA
"Banjarmasin, Indonesia",-3.3187496,114.5925828
"Eastville, Kisangani, Congo",NA,NA
"Cape May, New Jersey",39.1765386,-74.8012119
"Kiev, USSR",50.4507554,30.5156729
"Wisconson",39.2506912,-103.6935825
"Near Trujillo, Peru",NA,NA
"Near Alma Ata,  Kazakastan, USSR",NA,NA
"Terrace, BC, Canada",54.5172715,-128.599548
"Kalvesta, Sweden",59.3834721,17.8540246
"San Ramon, Bolivia",-13.2668996,-64.617291
"Mineralnye Vody, Russia",44.2107377,43.134969
"Near Saglouc, Canada",NA,NA
"Off Aden, Yemen",NA,NA
"Near Cascina, Italy",NA,NA
"Niamey, Niger",13.524834,2.109823
"Saint Louis, Missouri",38.6280278,-90.1910154
"Tezzeron Lake, British Columbia, Canada",54.7144797,-124.5131085
"Bainaha Valley, Indonesia",NA,NA
"Near Zhadanof, Russia",NA,NA
"New Hope, Georgia",33.9231621,-83.9162929
"SW of Bogota, Colombia",NA,NA
"Tapa AFB, Estonia",NA,NA
"Near Jericho, Jordan",NA,NA
"Beiruit, Lebanon",NA,NA
"Near Lusaka, Zambia",NA,NA
"Havana, Cuba",23.135305,-82.3589631
"Houma, Louisiana",29.5957696,-90.7195348
"Natal, Brazil",-5.805398,-35.2080905
"Salto-Nueva Hesperides, Uruguay",-31.4410913,-57.9862396
"Off Wake Island",NA,NA
"Off Kirovograd, Ukraine",NA,NA
"Near Cuangar, Angola",NA,NA
"Jima, Ethiopia",10.1387506,37.8902217
"Ruby, Alaska",64.7379793,-155.4892244
"Near Puerto Montt, Chile",NA,NA
"Near Yoro, Honduras",NA,NA
"Bernard Creek, Idaho",45.3924244,-116.5714446
"Encino, California",34.1591324,-118.5016166
"Near El Bolson, Argentina",NA,NA
"Engle, New Mexico",33.1770179,-107.0314131
"Parkersburg, West Virginia",39.2667309,-81.5620755
"Kona, Hawaii",19.6472213,-155.9966428
"Off Hong Kong",22.2793503,114.1837749
"Minto Lake, Alaska",NA,NA
"Near Cuenca, Ecuador",NA,NA
"Mt. Iliamna, Alaska",60.0321758,-153.091521
"Mt. Loi Hsam Hsao, Burma",NA,NA
"Salida, Colorado",38.5371195,-105.990968
"Kuala Lumpur,  Malaysia",3.1526589,101.7022205
"Stevens Pass, Pennsylvania",NA,NA
"Grand Chenier, Louisiana",29.7668868,-92.9751469
"Near Gillsburg, Mississippi",NA,NA
"Mindoro, Philippines",12.86924,121.1344851
"Belgrade, Yugoslavia",44.7880163,20.4522489
"San Cristobal de las Casas, Mexico",16.735377,-92.63873
"Near Funchal, Island of Madeira, Portugal",NA,NA
"Near Point Hope, Alaska",NA,NA
"Near Bariloche, Argentina",NA,NA
"Near Beziers, France",NA,NA
"Pinehurst, North Carolina",35.1951981,-79.4692796
"Near Al Bayda, Lebanon",NA,NA
"Straits of Johore, near Kampung Ladang, Malaysia",NA,NA
"Intracostal City, Louisiana",29.8758335,-92.1287946
"Tarko-Saley, USSR",NA,NA
"Hierro, Canary Islands",28.9208136,-13.6704945
"Evansville, Indiana",37.970495,-87.5715641
"Davenport, Indiana",40.7678091,-86.0758903
"Off Madeira, Portugal",NA,NA
"Vieques, Puerto Rico",18.121674,-65.4571194
"Nanisivik, Canada",73.0348909,-84.5406949
"Giddings, Texas",30.1830498,-96.9366112
"Willemstad, Curacao, Netherlands Antilles",NA,NA
"Marion, Illinois",38.6477381,-88.9232112
"Dubois, Pennsylvania",41.118651,-78.7622342
"Near San Vincente, Colombia",NA,NA
"Eirunepe, Brazil",-6.6567654,-69.866161
"Near Artigas, Uruguay",NA,NA
"Richland, Washington",46.2804298,-119.275205
"Cranbrook, British Columbia, Canada",49.5107477,-115.7672772
"Genoa Peak, Nevada",39.0429638,-119.8812921
"Merrill Pass, Alaska",61.1955928,-153.3198739
"Solvang, California",34.5960774,-120.1381144
"LAX, Los Angeles, California",33.9421675,-118.4213591
"Laurel, Mississippi",31.6940509,-89.1306124
"Whitelake, Michigan",43.3655661,-86.3978456
"Vrastsa, Bulgaria",NA,NA
"Near Riverside, California",33.9084738,-117.4986485
"Okaraba, Burma",NA,NA
"Volta Redonda, Rio de Janeiro, Brazil",-22.521856,-44.1040128
"Arlington, Indiana",39.6423562,-85.5766741
"Upolu, West Samoa",-13.9150316,-172.0088605
"Whittier, AK",60.7730556,-148.6838889
"Pensacola, Florida",30.421309,-87.2169149
"Kouchi, Japan",33.266589,131.506279
"Pochinok, Russia",54.404776,32.4407898
"Saint John's, Newfoundland",47.5646794,-52.7066964
"Off Bergen, Norway",NA,NA
"Sogamoso, Bolivia",NA,NA
"Laboucher Bay, Alaska",NA,NA
"Raton, New Mexico",36.8979234,-104.4354816
"Papun, Burma",NA,NA
"Coal Harbour, BC, Canada",49.2903749,-123.1292813
"Conakry, Guinea",9.5170602,-13.6998434
"Near Kariba, Rhodesia (Zimbabwe)",NA,NA
"Savoy, Illinois",40.054753,-88.2517165
"Wrangell, Alaska",56.4706022,-132.3829431
"Paranaque, Philippines",14.5008116,120.9915327
"Monroe, Massachusetts",42.7215364,-72.9412839
"Near Kuopio, Finland",NA,NA
"Near Mandalay, Myanmar",21.9531956,96.1050809
"Sverdlovsk, Russia",56.8382071,60.6007886
"Off Bellona, Solomon Islands",NA,NA
"Gulf of Sivash, USSR",NA,NA
"Torreon, New Mexico",35.7947315,-107.2120845
"Belém, Brazil",-1.45056,-48.4682453
"Lubbox, Texas",NA,NA
"Near Katunayake, Sri Lanka",7.1450034,79.8954684
"Hays, Kansas",38.8709984,-99.3311525
"Off Marie Galante Island, West Indies",NA,NA
"Near Leh, India",NA,NA
"Near Rubio, Venezuela",NA,NA
"Hydaburg, Alaska",55.2074734,-132.8276574
"Near Steamboat Springs, Coloado",NA,NA
"Selvapiana, Italy",44.7648702,9.1733419
"Morton, Illinois",40.6127349,-89.459323
"Chevak, Alaska",61.5278948,-165.5890211
"Near Cinisi, Sicily, Italy",NA,NA
"Turks & Caicos Islands, Caribbean",NA,NA
"Templeton, Massachusetts",42.5557254,-72.0673927
"Minsk, Russia",55.8228734,49.0506912
"Near Belgorod, Russia",NA,NA
"Grand Rapids, Michigan",42.9632425,-85.6678639
"Bechar, Algeria",31.385726,-2.0115958
"Rodez, France",44.3511408,2.5728493
"Trebinje, Bosnia Herzegovina",42.7098295,18.3457261
"Near Agudos, Brazil",NA,NA
"Clarksburg, West Virginia",39.2806451,-80.3445341
"Near Kariba, Rhodesia",NA,NA
"Manakau Harbor, New Zealand",NA,NA
"Barentu, Ethiopia",NA,NA
"Near Moanda, Gabon",NA,NA
"Greensville, Mississippi",NA,NA
"Gulfport, Mississippi",30.3674198,-89.0928155
"Galesburg, Illinois",40.9475652,-90.3712169
"Near Probolinggo, Indonesia",NA,NA
"Off Marina del Rey, California",NA,NA
"Near Doha Airport, Qatar",NA,NA
"Bejing, China",40.190632,116.412144
"Chardzhow, Russia",NA,NA
"Liepaya, Latvia",56.5048435,21.0070903
"Nightmute, Alaska",60.4794444,-164.7238889
"Luanda, Angola",-8.8272699,13.2439512
"Ste. Foy, PQ, Canada",NA,NA
"Carrizozo, New Mexico",33.6451866,-105.8775111
"Off Avalon, California",NA,NA
"Baykity, Russia",NA,NA
"Chicago O'Hare, Illinois",42.008121,-87.9336485
"Shungnak, Alaska",66.8880556,-157.1363889
"Bullen Point, Alaska",70.1831824,-146.8563082
"Rockland, Maine",44.1048327,-69.1091823
"Hyannis, Massachusetts",41.6535345,-70.2823287
"Near Medan Airfield, Indonesia",NA,NA
"Bua, Fiji",-16.6257985,178.477433
"Off Honolulu, Hawaii",21.6633644,-158.0530774
"Off Sumburgh, Shetlands, England",NA,NA
"Canton, Ohio",40.7985464,-81.3749508
"Leningrad, USSR",NA,NA
"Near Panvel, India",19.0537946,72.8926749
"Pistol Creek, Idaho",44.7204127,-115.1770724
"Near Katab, Egypt",NA,NA
"Dneprodzerzhinsk, Ukraine, USSR",NA,NA
"Near Enisseysk, USSR",NA,NA
"Near Kirsanov, Russia",NA,NA
"Andema, Russia",NA,NA
"Off Taipei, Taiwan",25.0814576,121.5165834
"Near Sarroch,  Italy",NA,NA
"Blink Horn Point, Canada",NA,NA
"Merced, California",37.1641544,-120.7678602
"Porpoise Bay, British Columbia Canada",49.5016062,-123.7604816
"Covington, Kentucky",39.0831712,-84.5107548
"Bloomington, Indiana",39.1670396,-86.5342881
"Near San Ysidro, California",32.5594665,-117.063183
"Tijuana, Mexico",32.5317397,-117.019529
"Big Trout Lake, Canada",53.7824994,-90.1456761
"Greenville, South Carolina",34.851354,-82.3984882
"Salem, Oregon",44.9391565,-123.033121
"Near Chicago, Illinois",41.8905385,-87.6356295
"Vologda, Russia",60.0391461,43.1215213
"Granger, Utah",40.6939409,-111.9792507
"Takla Narrows, British Columbia, Canada",55.1632338,-125.7055688
"Near At Ta'if, Jeddah, Saudi Arabia",NA,NA
"Near Mt. Erebus, Ross Ice Shelf, Antarctica",NA,NA
"San Andres Island, Colombia",12.5375979,-81.7204155
"Cherskiy, Russia",68.7427218,161.3324435
"Apolo, Bolivia",-14.7153938,-68.4176615
"Cerro Toledo Mountain, Colombia",NA,NA
"Near Puerto Esperanza, Peru",NA,NA
"Menari, Papua New Guinea",-9.1951517,147.6227468
"Haiti",19.1399952,-72.3570972
"Over the AtlantiOcean",NA,NA
"Elburz Mtns., near Laskarak, Markazi, Iran",NA,NA
"Mt. Cemonyet,  Indonesia",NA,NA
"Near Mandalay, Burma",21.9531956,96.1050809
"Baracoa, Cuba",20.3477869,-74.4968647
"Leeville, Louisiana",29.2504529,-90.2108072
"Near Agra, India",20.0142611,73.8149915
"Near Warsaw, Poland",NA,NA
"Near Yenice, Turkey",NA,NA
"Off Macae, Brazil",NA,NA
"Deer Lake, Canada",49.1830366,-57.4320002
"Cuiaba, Brazil",-15.5986686,-56.0991301
"Florianopolis, Brazil",-27.5973002,-48.5496098
"Posht-i-Badam, Iran",NA,NA
"Don Muang, Thailand",13.914688,100.5978685
"Off Varadero, Cuba",NA,NA
"Near Rio Hacha, Colombia",NA,NA
"Off Sarasota, Florida",27.0565214,-82.4098177
"Gran Canaria Island, Spain",27.9580004,-15.6062305
"Near Yachiba, Bolivia",NA,NA
"Near Matala, Angola",NA,NA
"Valley, Nebraska",41.5595723,-98.9805484
"Near Dushanbe, Russia",NA,NA
"Lihue, Hawaii",21.9715697,-159.3525428
"Tyrrhenian Sea,  off Ustica, Italy",NA,NA
"Near Tepic, Mexico",NA,NA
"Nar Alma-Ata, Kasakastan, USSR",NA,NA
"Golovin, Alaska",64.5438062,-163.0297941
"Tusayan, Arizona",35.9735954,-112.126556
"Cerro Lilio, Mexico",NA,NA
"Togiak, Alaska",59.0619444,-160.3763889
"Nouadhibou, Mauretania",20.9127045,-17.0503094
"Sa Cabaneta, Spain",39.6216062,2.7502292
"Qatar, Qatar",25.3336984,51.2295295
"Ramstein AFB, West Germany",NA,NA
"Near Riyadh, Saudi Arabia",NA,NA
"Near Jakarta, Indonesia",-6.2686805,106.7718064
"Near Montelimar, France",NA,NA
"Puerto Olaya, Colombia",6.4820256,-74.3960635
"Off Freeport, Bahamas",26.5217856,-78.6996199
"Kindu, Zaire",-2.9493766,25.9184499
"Near Medina, Saudi Arabia",NA,NA
"Near Kindu, Zaire",NA,NA
"Mount Smjorfjollum, Iceland",NA,NA
"Badakshan, Afghanistan",NA,NA
"Annanberg, Papua New Guinea",NA,NA
"Pecos City, Texas",31.4227654,-103.4977375
"Dar es Salaam, Tanzania",-6.8160837,39.2803583
"Michigan City, IN",41.7075394,-86.8950297
"Tumut,, Australia",-35.3015747,148.2226744
"Mt. Elena, Colombia",6.2105174,-75.4980407
"Spokane, Washington",47.6571934,-117.42351
"Winnemucca, Nevada",40.9724295,-117.734802
"White Plains, New York",41.0339862,-73.7629097
"Avalon, California",33.34221,-118.3272612
"North Adams, Massachusetts",42.6990349,-73.1118997
"Off Tabones Island  Philippines",NA,NA
"Fallon, Nevada",39.4745166,-118.777895
"Shemya AFB, Alaska",52.7227455,174.1003202
"Redzikowo, Poland",54.4710926,17.1160575
"Galena, Alaska",64.7335531,-156.9316199
"Mt. Hagen, Papua, New Guinea",NA,NA
"Laguna Soliz, Bolivia",NA,NA
"Loveland, Colorado",40.3977612,-105.07498
"Pekanbaru, Indonesia",0.5262455,101.4515727
"Near Fredrick, Maryland",NA,NA
"Rio de la Plata, Argentina",-28.6177672,-65.5094398
"Near Menongue, Angola",NA,NA
"Pinarete Mountain, Mexico",NA,NA
"Near Zumba, Ecuador",NA,NA
"Near Guachala, Ecuador",NA,NA
"Ust-Barguzin, Russia",53.4147,109.029
"Hualien, Taiwan",23.9913421,121.6197276
"Miraflores, Colombia",5.1514125,-73.1705152
"Nailstone, England",52.6597212,-1.3862153
"Muskegon, Michigan",43.2341813,-86.2483921
"Near Yerevan, Armenia",40.1788672,44.5145375
"Madagascar",-18.9249604,46.4416422
"Caruru, Colombia",1.5370737,-70.2054609
"Chihuahua, Mexico",28.5000001,-106.0000001
"Skagway, Alaska",59.6226362,-135.4094368
"Near Sanyi, Miao-li, Taiwan",NA,NA
"Near Zavitinsk, Russia",NA,NA
"Zeya, Russia",53.7403584,127.2716246
"Paipa, Colombia",5.7812701,-73.1176532
"Zeleznogorsk, Russian",52.3287909,35.376691
"Nellis AFB, Nevada",36.2400685,-114.9862891
"Near Babaeski, Turkey",NA,NA
"Casper, Wyoming",42.8501191,-106.325138
"Moerdijk, Netherlands",51.6627723,4.5255922
"Kufstein, Austria",47.582996,12.1692134
"St. Thomas, U.S. Virgin Islands",18.3429082,-64.9188997
"Bafoussam, Cameroon",5.4758844,10.4217852
"Sierra de Guerro, Mexico",NA,NA
"Mount Pocono, Pennsylvania",41.1220987,-75.3646997
"Norilsk, Russia",69.3502367,88.2013217
"Biratnagar, Nepal",26.4623007,87.281617
"Castries, Saint Lucia Island",NA,NA
"Mt. San Pietro, near Ajaccio, Corsica, France",NA,NA
"Mt. McKinley, AK",63.069115,-151.006239
"Kuala Belait, Brunei",4.5845101,114.1932373
"Near Covenas, Colombia",NA,NA
"Cape Town, South Africa",-33.9288301,18.4172197
"Durango, Colorado",37.2769484,-107.8766
"Near Gelendzhik, USSR",NA,NA
"Helena, Montana",46.5927425,-112.036277
"Near Addis Ababa, Ethiopia",NA,NA
"Logan Airport,  Boston, Massachusett",NA,NA
"Constanta, Romania",44.1767161,28.6507598
"Djibouti, Djbouti",NA,NA
"Island of Cheju, South Korea",NA,NA
"Near Srinagar, India",17.4308888,78.4281653
"Mt. Ipao, Philippines",NA,NA
"Cerro el Tablazo, Colombia",10.690556,-72.880278
"Providence, Rhode Island",41.8239891,-71.4128343
"Mehamn, Norway",71.0389923,27.8517589
"Mount Galunggung, Indonesia",-7.2561523,108.0760925
"Southern Belarus, USSR",NA,NA
"Leesburg, Florida",28.810823,-81.8778582
"Near Woodstock, Illinois",NA,NA
"Branti Airport, Indonesia",-5.2470459,105.1826595
"Queate, Colombia",NA,NA
"Near Tanana, Alaska",NA,NA
"Near Erzurum, Turkey",NA,NA
"Near Yangshuo, Guangxi, China",NA,NA
"Hakalau, Hawaii",19.897825,-155.126953
"Gulf of Thailand",9.8762687,102.0690895
"Judsonia, Arkansas",35.270085,-91.6398575
"Brazilia, Brazil",-10.3333333,-53.2
"Off Natuma Island, Indonesia",NA,NA
"Near Songnam-si, South Korea",NA,NA
"Near Pacatuba, Brazil",NA,NA
"Tabatinga, Brazil",-21.7373768,-48.6880522
"Bombay, India",19.054999,72.8692035
"Oganda, Gabon",NA,NA
"Kenner, Louisiana",29.9942265,-90.2417806
"Jolo, Philippines",6.0531173,121.0007633
"Oxbow, Oregon",44.9741114,-116.8594706
"Castaic, California",34.4826899,-118.6307097
"Concord, New Hampshire",43.207178,-71.537476
"Mindat, Myanmar",21.4360948,93.3580527
"Sukhumi, Georgia, USSR",NA,NA
"Near Managua, Nicaragua",NA,NA
"Off Castries, Saint Lucia",NA,NA
"Knotsville, Tennessee",NA,NA
"Near Valladolid, Ecuador",NA,NA
"Rio Branco, Brazil",-9.9765362,-67.8220778
"Near Mannheim, West Germany",NA,NA
"Near Malaga, Spain",36.7010551,-4.6965495
"Near Nondalton, Alaksa",NA,NA
"Two Bridge Lake, British Colombia, Canada",NA,NA
"Near Kotzbue, Alaska",NA,NA
"Luxembourg, Luxembourg",49.8158683,6.1296751
"Off Taiwan",24.11008,120.6165781
"Cullman, Alabama",34.1335332,-86.8779268
"Lubango, Angola",-14.9195617,13.4897509
"Quetame, Colombia",4.3300288,-73.8497961
"Douglassville, Pennsylvania",40.2578714,-75.7263008
"Near Pueblo, Colorado",34.1391855,-118.2171579
"Near San Andres de Bocay, Nicaragua",NA,NA
"Near Klawock, Alaksa",NA,NA
"La Serena, Chile",-29.9027219,-71.2519545
"Defiance, Ohio",41.3203058,-84.5084835
"Mesvres, France",46.8625918,4.2422831
"Rostov-on-Don, Russia",47.2610441,39.7249086
"Guangzhou, China",23.1301964,113.2592945
"Brainerd, Minnesota",46.3580221,-94.2008288
"Near Karimui, Papua New Guinea",NA,NA
"Fayetteville, North Carolina",35.0525759,-78.878292
"Brooksville, Florida",28.5552719,-82.3878709
"Near Shach Goan, Afghanistan",NA,NA
"Barquisimeto Venezuela",10.0774374,-69.3222293
"Jeffersonville, Georgia",32.6876606,-83.3470598
"Selawik, Alaska",66.6023978,-160.0113003
"Near Khartoum, Sudan",NA,NA
"Leninakan, Russia",47.3079286,39.6433401
"Near Toba, Japan",NA,NA
"Iwakuni AB, Japan",34.1664995,132.2191163
"Near Ban Ta Khli, Thailand",NA,NA
"En route Miami, FL - Nassau, Bahamas",NA,NA
"Tanjung Karang, Indonesia",-0.0424375,100.9042298
"Off Quemoy, Taiwan",NA,NA
"Kauai, Hawaii",22.0503838,-159.5588624
"Niela, Mali",NA,NA
"Cortez, Colorado",37.3494528,-108.584073
"Labe, Guinea",11.7614835,-12.0118889
"Near Cuenca, Azuay, Ecuador",NA,NA
"Off Scilly Islands, UK",NA,NA
"Gimli, Manitoba, Canada",50.6323125,-96.9881076
"Near Ambone, Indonesia",NA,NA
"Off Bula, Indonesia",NA,NA
"Evart, Michigan",43.900575,-85.258097
"Near Dundo, Angola",NA,NA
"Adavale, Queensland, Australia",-25.9164735,144.6954841
"Near Alma-Ata, Kazakastan, USSR",NA,NA
"Near Sakhalin Island, Russia",NA,NA
"Smithers, British Columbia, Canada",54.7792074,-127.1760991
"Guilin, China",25.2779894,110.2910622
"Near Mina Jebel Ali, UAE",NA,NA
"Flagstaff, Arizona",35.1987522,-111.651822
"Off Lanyu Island, Taiwan",NA,NA
"Springfield, Missouri",37.2081729,-93.2922715
"Aracatuba, Brazil",-21.207992,-50.4390225
"Near Lonkin, Myanmar",NA,NA
"Pinckneyville, Illinois",38.0803286,-89.3820321
"Middletown, Pennsylvania",40.1701367,-74.8851959
"Lubango, Huila, Angola",-14.9195617,13.4897509
"Landsdowne House, Canada",NA,NA
"Midland, Texas",31.83688,-102.0103767
"Madrid-Barajas, Spain",40.4573698,-3.5618555
"Near Enugu, Nigeria",NA,NA
"Put-In-Bay, Ohio",41.6518884,-82.8186814
"Paulatuk, Northwest Territory, Canada",NA,NA
"Leshukonskoye, Russia",64.902481,45.767242
"Near Manado, Indonesia",NA,NA
"Izhevsk, Russia",56.8605175,53.1977307
"Terre Haute, Indiana",39.4667025,-87.4139119
"Near Debre Zelt, Ethiopia",NA,NA
"Near San Gerardo, El Salvador",NA,NA
"Prosperine, Australia",NA,NA
"Colombia",4.099917,-72.9088133
"Near Borja, Spain",NA,NA
"Cumberland, Maryland",39.6526498,-78.762383
"San Borja, Bolivia",-14.8582125,-66.7474736
"Near Hunghae, South Korea",NA,NA
"Near Rurrenabaque, Bolivia",NA,NA
"Off  Bimini",NA,NA
"Imperatriz, Brazil",-5.5269279,-47.478115
"Elbet Beni Salama, Egypt",NA,NA
"Ushuaia, Argentina",-54.807306,-68.3084133
"Chalkhill, Pennsylvania",39.8445959,-79.6198732
"Island Beach, New Jersey",40.8893516,-74.4417456
"Near Sao Pedro d' Aldeia, Brazil",NA,NA
"Port Hardy, British Columbia, Canada",50.7244402,-127.4976081
"Off Buenavista, Philippines",NA,NA
"Sigonella AFB, Italy",NA,NA
"Ouzinkie, Alaska",57.9234807,-152.5020095
"Tau Island, American Samoa",-14.2419897,-169.4645991
"Dacca, Bangladesh",23.7643863,90.3890144
"Nawabshah, Pakistan",26.2452915,68.4040229
"Machakos, Kenya",-1.2790047,37.3952698
"Near Wamena, Indonesia",NA,NA
"Pontiac, Michigan",42.6389216,-83.2910468
"San Luis Obispo, California",35.3540209,-120.375716
"Mt. Musaka, Papua, New Guinea",NA,NA
"Near Naples, Florida",NA,NA
"Near the Kwango River, Zaire",NA,NA
"Opole, Poland",50.6787929,17.9298844
"Near Sarakchar, Afghanistan",NA,NA
"near Orillia, Ontario, Canada",NA,NA
"Ausin, Nevada",NA,NA
"Fort Franklin, Canada",65.1851519,-123.420944
"Near Omsk, Russia",NA,NA
"Goose Bay, Newfoundland, Canada",48.4226285,-53.8443625
"Near Kabul, Afghanistan",34.5317838,69.2024549
"Off Davao, Philippines",6.9049442,126.1733276
"Inverness, England",50.876992,-4.4820604
"Loja, Peru",-6.4947245,-77.5236429
"Near Kostroma, USSR",NA,NA
"Jammuin, India",NA,NA
"Bainbridge, New York",42.2935152,-75.4792592
"Near Jaen, Peru",NA,NA
"Near Bhojpur, Nepal",NA,NA
"Near Kranoyarsk, Russia",NA,NA
"Jinan, China",36.6519754,117.1138479
"Carson, New Mexico",36.3644667,-105.7652927
"Off Puerto Castilla, Honduras",NA,NA
"Near Buga, Colombia",NA,NA
"Cerro el Plateado, Colombia",NA,NA
"Whitefield, New Hampshire",44.3731286,-71.6119661
"Minsk, Belarus, USSR",NA,NA
"Soldotna, Alaska",60.4847228,-151.065349
"Altus, Oklahoma",34.6381255,-99.3339754
"Nasosny, Russia",NA,NA
"Central Point, Oregon",42.376782,-122.912721
"Near Durango, Vizcaya, Spain",NA,NA
"300 nm NW of San Francisco, California",NA,NA
"Timbuktu, Mali",16.7719091,-3.0087272
"Near Valdez, Alaska",NA,NA
"Fort Hood, Texas",31.2012636,-97.708425
"Near Florencia, Colombia",NA,NA
"Salta, Argentina",-25.2269908,-64.5911956
"Athens, Louisiana",32.6504281,-93.025717
"Near Phuket, Thailand",7.7776771,98.2896889
"Las Cruces, New Mexico",32.3140354,-106.779807
"Tuba City, Arizona",36.1300015,-111.2397574
"Kulusuk, Greenland",65.5518396,-37.116877
"Santa Rosa, Bolivia",-13.4130678,-66.0371584
"Near L'vov, Ukraine, USSR",NA,NA
"Off Tanegashima, Japan",NA,NA
"Vilanculos, Mozambique",-21.998996,35.3204753
"Harrison, Arkansas",36.2297936,-93.1076765
"Cabimas, Venezuela",10.395075,-71.4414049
"Nashville, Tennessee",36.1622767,-86.7742984
"Juara, Brazil",-11.2535587,-57.5080072
"AtlantiOcean, 110 miles West of Ireland",NA,NA
"Charlotte, North Carolina",35.2272086,-80.8430827
"Near Uchuduk, Uzbekistan, USSR",NA,NA
"Near Erie, Pennsylvania",42.0730919,-80.0405694
"Leticia, Colombia",-3.5855334,-70.0893949
"Ft. Worth-Dallas, Texas",32.7573281,-96.8674963
"Mt. Osutaka, near Ueno Village, Japan",NA,NA
"Mulia, Indonesia",-3.7009102,137.9649142
"Aden, Yemen",12.789585,45.028504
"Gulkana, Alaska",62.2062625,-145.4531783
"Auburn, Maine",44.0965374,-70.2249487
"Beale AFB, California",39.122939,-121.3800797
"Kokoda, Papua New Guinea",-8.8783894,147.7365453
"Near Kandahar, Afghanistan",NA,NA
"Afghanistan",33.7680065,66.2385139
"Grottoes Grove, Virginia",NA,NA
"Near Kharkov, Ukraine",50.0406903,36.2828746
"Jenkinsburg, Georgia",33.3245628,-84.0357465
"Tory Canal, New Zealand",NA,NA
"Vitória da Conquista, Brazil",-14.8567487,-40.8414804
"Off South Head, Australia",NA,NA
"Near Beni, Bolivia",NA,NA
"Near Kutayissi, USSR",NA,NA
"Homer City, Pennsylvania",40.5434007,-79.1622566
"Putao, Myanmar",27.2581853,97.8915986
"Bethel, Alaska",60.7922222,-161.755833
"Dothan, Alabama",31.2237285,-85.3934375
"Quinhagaki, Alaska",NA,NA
"Near Sibyak, Indonesia",NA,NA
"Luqa, Malta",35.859653,14.4892913
"Near Luassingua, Angola",NA,NA
"Gander, Newfoundland, Canada",48.9592291,-54.6187879
"Nepal",28.3780464,83.9999901
"De Kalb, Texas",33.5087256,-94.616319
"Near Peten, Guatemala",NA,NA
"Ellendale, Minnesota",43.8728443,-93.3010744
"Las Lomitas, Mexico",17.0939293,-100.1256489
"Kasongo, Zaire",-4.1751014,26.5409549
"Off Makung, Taiwan",NA,NA
"Near Bugulma, Russia",NA,NA
"Bern, Switzerland",46.9484742,7.4521749
"Alpena, Michigan",45.0176181,-83.6670019
"Near Naha, Indonesia",NA,NA
"Omsk, Soviet Union",NA,NA
"Bangui, Central African Republic",4.3635118,18.5835913
"Near Pemba, Mozambique",NA,NA
"Maravatio, Mexico",19.8901452,-100.4532732
"Near Athens, Greece",37.8806976,23.9290924
"Near Magdalena, New Mexico",NA,NA
"San Salvador, El Salvador",13.697629,-89.191156
"Colombo, Sri Lanka",6.9388614,79.8542005
"Hanty-Mansijsk, Soviet Union",NA,NA
"Djibouti, Djibouti",11.8145966,42.8453061
"Port Ellen, Islay Island",NA,NA
"Howard AFB, Panama",NA,NA
"Penza,  Russia",53.1953477,45.0190437
"Near Syktyvar, Russia",NA,NA
"Maputo, Mozambique",-25.966213,32.56745
"Yosemite Nation, California",NA,NA
"Off St. Vincent, Leeward Islands",NA,NA
"Near Wampusirpi, Honduras",NA,NA
"Malakal, Sudan",9.5200246,31.6597225
"Frenchglen, Oregon",42.8269977,-118.9144659
"Lander, Wyoming",42.8330755,-108.730702
"Texarkana, Arkansas",33.4254259,-94.0430937
"Cerritos, California",33.8644291,-118.0539323
"Tullamarine, VIC, Australia",-37.704658,144.8717732
"Hopkinsville, Kentucky",36.8657651,-87.4889532
"Near Mantiqueira, Brazil",NA,NA
"San Antonio, Texas",29.4246002,-98.4951405
"Ust-Maya, USSR",NA,NA
"Shiraz, Iran",29.6060218,52.5378041
"Near Valparasoll, Chile",NA,NA
"Fishers Island, New York",41.270883,-71.9988774
"Near Komatipoot, South Africa",NA,NA
"Kuybyshev, Russia",55.4454258,78.3222294
"Manhattan, New York",40.7896239,-73.9598939
"Near Peshawar, Pakistan",33.964065,71.4466119
"Near Zahedan, Iran",NA,NA
"Off Sumburgh Head, Shetlands, Scotland",NA,NA
"Near Sarowbi, Afghanistan",NA,NA
"Berlin, East Germany",52.4738592,13.4156218
"Near Lanzhou, China",36.608821,102.8320652
"Ay, Saudi Arabia",24.8202673,46.6479381
"Near Nasaso, Fiji",NA,NA
"Off Bata, Equatorial Guinea",NA,NA
"Abidjan, Ivory Coast",5.320357,-4.016107
"Near Asmara, Ethiopia",NA,NA
"Cima, California",35.2358119,-115.501518
"Off Monrovia, Liberia",NA,NA
"Near Jakiri, Cameroon",NA,NA
"Off Papua, New Guinea",NA,NA
"Near Khost, Afghanistan",NA,NA
